Location,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Location
Yalbac 605 J,605,J,34,Great Curassow,1,2016,7,10,18.57,,,Laguna Seca
Yalbac 605 J,605,J,40,Great Curassow,1,2016,7,11,19.06,,,Laguna Seca
Yalbac 605 J,605,J,52,Great Curassow,1,2016,7,12,18.06,,,Laguna Seca
Yalbac 605 J,605,J,79,Great Curassow,1,2016,7,15,6.58,,,Laguna Seca
Yalbac 605 J,605,J,112,Great Curassow,1,2016,7,21,19.03,,,Laguna Seca
Yalbac 605 J,605,J,127,Great Curassow,1,2016,7,22,10.03,,,Laguna Seca
Yalbac 605 J,605,J,157,Great Curassow,1,2016,7,29,8.13,,,Laguna Seca
Yalbac 605 J,605,J,181,Great Curassow,1,2016,8,1,6.49,,,Laguna Seca
Yalbac 605 J,605,J,211,Great Curassow,1,2016,8,2,7.51,,,Laguna Seca
Yalbac 605 J,605,J,229,Great Curassow,1,2016,8,4,17.04,,,Laguna Seca
Yalbac 605 J,605,J,241,Great Curassow,1,2016,8,6,18.4,,,Laguna Seca
Yalbac 605 J,605,J,247,Great Curassow,1,2016,8,8,17.03,,,Laguna Seca
Yalbac 605 J,605,J,256,Great Curassow,1,2016,8,10,7.43,,,Laguna Seca
Yalbac 605 J,605,J,280,Great Curassow,1,2016,8,13,6.24,,,Laguna Seca
Yalbac 605 J,605,J,316,Great Curassow,1,2016,8,30,8.31,,,Laguna Seca
Yalbac 605 J,605,J,28,Jaguar,1,2016,7,8,0.33,,,Laguna Seca
Yalbac 605 J,605,J,25,Margay,1,2016,7,6,23.12,,,Laguna Seca
Yalbac 605 J,605,J,64,Ocellated Turkey,1,2016,7,14,18.56,,,Laguna Seca
Yalbac 605 J,605,J,73,Ocellated Turkey,3,2016,7,15,6.42,,,Laguna Seca
Yalbac 605 J,605,J,103,Ocellated Turkey,1,2016,7,20,10.52,,,Laguna Seca
Yalbac 605 J,605,J,119,Ocellated Turkey,1,2016,7,22,6.44,,,Laguna Seca
Yalbac 605 J,605,J,218,Ocellated Turkey,1,2016,8,3,7.45,,,Laguna Seca
Yalbac 605 J,605,J,46,Ocelot,1,2016,7,11,20.21,,,Laguna Seca
Yalbac 605 J,605,J,37,Puma,1,2016,7,11,2.46,,,Laguna Seca
Yalbac 605 J,605,J,43,Puma,1,2016,7,11,19.47,,,Laguna Seca
Yalbac 605 J,605,J,124,Puma,1,2016,7,22,7.28,,,Laguna Seca
Yalbac 605 J,605,J,139,Puma,1,2016,7,25,6.59,,,Laguna Seca
Yalbac 605 J,605,J,151,Puma,1,2016,7,27,20.56,,,Laguna Seca
Yalbac 605 J,605,J,220,Puma,1,2016,8,3,20.51,,,Laguna Seca
Yalbac 605 J,605,J,94,White-tailed Deer,1,2016,7,18,12.25,,,Laguna Seca
Yalbac 605 J,605,J,133,White-tailed Deer,1,2016,7,24,13.56,,,Laguna Seca
Yalbac 605 J,605,J,178,White-tailed Deer,1,2016,7,31,10.01,,,Laguna Seca
Yalbac 605 J,605,J,223,White-tailed Deer,1,2016,8,4,11.36,,,Laguna Seca
Yalbac 605 J,605,J,226,White-tailed Deer,1,2016,8,4,12.38,,,Laguna Seca
Yalbac 605 J,605,J,236,White-tailed Deer,1,2016,8,4,18.36,,,Laguna Seca
Yalbac 605 J,605,J,238,White-tailed Deer,1,2016,8,6,13.04,,,Laguna Seca
Yalbac 605 J,605,J,244,White-tailed Deer,1,2016,8,6,19.17,,,Laguna Seca
Yalbac 605 J,605,J,265,White-tailed Deer,1,2016,8,11,18.11,,,Laguna Seca
Yalbac 605 J,605,J,289,White-tailed Deer,1,2016,8,18,10.34,,,Laguna Seca
Yalbac 605 J,605,J,325,White-tailed Deer,1,2016,9,3,5.07,,,Laguna Seca
Yalbac 605 K,605,K,28,White-tailed Deer,1,2016,9,21,5.22,,,Laguna Seca
Yalbac 605 K,605,K,34,White-tailed Deer,1,2016,9,27,10.37,,,Laguna Seca
Yalbac 605 K,605,K,37,White-tailed Deer,1,2016,9,28,8.12,,,Laguna Seca
Yalbac 606 J,606,J,91,Brown Four-eyed Opossum,1,2016,9,5,1.14,,,Laguna Seca
Yalbac 606 J,606,J,94,Brown Four-eyed Opossum,1,2016,9,7,3.59,,,Laguna Seca
Yalbac 606 J,606,J,100,Brown Four-eyed Opossum,1,2016,9,8,2.45,,,Laguna Seca
Yalbac 606 J,606,J,22,Gray fox,1,2016,7,20,14.53,,,Laguna Seca
Yalbac 606 J,606,J,49,Great Black Hawk,1,2016,8,3,15.54,,,Laguna Seca
Yalbac 606 J,606,J,1,Great Curassow,1,2016,7,17,6.36,,,Laguna Seca
Yalbac 606 J,606,J,25,Great Curassow,1,2016,7,21,6.21,,,Laguna Seca
Yalbac 606 J,606,J,49,Great Curassow,1,2016,8,3,15.54,,,Laguna Seca
Yalbac 606 J,606,J,76,Limpkin,1,2016,9,1,6.35,,,Laguna Seca
Yalbac 606 J,606,J,55,Northern Waterthrush,1,2016,8,10,16.25,,,Laguna Seca
Yalbac 606 J,606,J,13,Ocellated Turkey,1,2016,7,19,18.2,,,Laguna Seca
Yalbac 606 J,606,J,40,Ocelot,1,2016,8,3,3.57,,,Laguna Seca
Yalbac 606 J,606,J,45,Ocelot,1,2016,8,3,4.42,,,Laguna Seca
Yalbac 606 J,606,J,79,Paca,1,2016,9,1,22.19,,,Laguna Seca
Yalbac 606 J,606,J,97,Puma,1,2016,9,7,15,,,Laguna Seca
Yalbac 606 J,606,J,4,Red Brocket Deer,1,2016,7,18,12.13,,,Laguna Seca
Yalbac 606 J,606,J,10,Red Brocket Deer,1,2016,7,18,16.53,,,Laguna Seca
Yalbac 606 J,606,J,19,Red Brocket Deer,1,2016,7,20,12.04,,,Laguna Seca
Yalbac 606 J,606,J,31,Red Brocket Deer,1,2016,7,21,13.1,,,Laguna Seca
Yalbac 606 J,606,J,34,Red Brocket Deer,1,2016,7,24,9.41,,,Laguna Seca
Yalbac 606 J,606,J,58,White-lipped Peccary,2,2016,8,20,10.24,,,Laguna Seca
Yalbac 606 J,606,J,73,White-lipped Peccary,1,2016,8,31,10.28,,,Laguna Seca
Yalbac 606 J,606,J,88,White-lipped Peccary,1,2016,9,2,15.33,,,Laguna Seca
Yalbac 606 K,606,K,16,Agouti,1,2016,9,8,17.52,,,Laguna Seca
Yalbac 606 K,606,K,25,Agouti,1,2016,9,16,7.27,,,Laguna Seca
Yalbac 606 K,606,K,34,Agouti,1,2016,9,23,7.56,,,Laguna Seca
Yalbac 606 K,606,K,46,Agouti,1,2016,9,25,17.16,,,Laguna Seca
Yalbac 606 K,606,K,64,Agouti,1,2016,9,26,10.38,,,Laguna Seca
Yalbac 606 K,606,K,79,Agouti,1,2016,9,30,13.55,,,Laguna Seca
Yalbac 606 K,606,K,88,Agouti,1,2016,10,5,17.13,,,Laguna Seca
Yalbac 606 K,606,K,118,Agouti,1,2016,10,10,5.59,,,Laguna Seca
Yalbac 606 K,606,K,124,Agouti,1,2016,10,11,7.22,,,Laguna Seca
Yalbac 606 K,606,K,136,Agouti,1,2016,10,16,6.18,,,Laguna Seca
Yalbac 606 K,606,K,139,Agouti,1,2016,10,20,6.56,,,Laguna Seca
Yalbac 606 K,606,K,154,Agouti,1,2016,10,24,9.19,,,Laguna Seca
Yalbac 606 K,606,K,160,Agouti,1,2016,10,25,11.55,,,Laguna Seca
Yalbac 606 K,606,K,202,Agouti,1,2016,11,5,17.24,,,Laguna Seca
Yalbac 606 K,606,K,262,Agouti,1,2016,11,10,16.51,,,Laguna Seca
Yalbac 606 K,606,K,296,Agouti,1,2016,11,16,6.09,,,Laguna Seca
Yalbac 606 K,606,K,304,Agouti,1,2016,11,18,8.12,,,Laguna Seca
Yalbac 606 K,606,K,265,Baird's Tapir,1,2016,11,11,0.33,,,Laguna Seca
Yalbac 606 K,606,K,82,Collared Pecary,1,2016,10,3,12.56,,,Laguna Seca
Yalbac 606 K,606,K,13,Gray fox,1,2016,9,8,13.18,,,Laguna Seca
Yalbac 606 K,606,K,28,Gray fox,1,2016,9,19,11.1,,,Laguna Seca
Yalbac 606 K,606,K,49,Gray fox,1,2016,9,26,8.49,,,Laguna Seca
Yalbac 606 K,606,K,76,Gray fox,1,2016,9,29,12.33,,,Laguna Seca
Yalbac 606 K,606,K,85,Gray fox,1,2016,10,5,16.08,,,Laguna Seca
Yalbac 606 K,606,K,91,Gray fox,1,2016,10,6,4.37,,,Laguna Seca
Yalbac 606 K,606,K,94,Gray fox,1,2016,10,6,5.37,,,Laguna Seca
Yalbac 606 K,606,K,97,Gray fox,1,2016,10,7,2.03,,,Laguna Seca
Yalbac 606 K,606,K,106,Gray fox,1,2016,10,8,5.33,,,Laguna Seca
Yalbac 606 K,606,K,127,Gray fox,1,2016,10,12,5.24,,,Laguna Seca
Yalbac 606 K,606,K,133,Gray fox,1,2016,10,15,12.32,,,Laguna Seca
Yalbac 606 K,606,K,151,Gray fox,1,2016,10,22,15.32,,,Laguna Seca
Yalbac 606 K,606,K,187,Gray fox,1,2016,11,1,8.5,,,Laguna Seca
Yalbac 606 K,606,K,52,Great Curassow,2,2016,9,26,8.53,,,Laguna Seca
Yalbac 606 K,606,K,112,Great Curassow,1,2016,10,9,6.58,,,Laguna Seca
Yalbac 606 K,606,K,121,Great Curassow,1,2016,10,11,6.19,,,Laguna Seca
Yalbac 606 K,606,K,148,Great Curassow,1,2016,10,22,13.18,,,Laguna Seca
Yalbac 606 K,606,K,145,Jaguar,1,2016,10,21,10.33,,,Laguna Seca
Yalbac 606 K,606,K,40,Ocellated Turkey,1,2016,9,23,10.46,,,Laguna Seca
Yalbac 606 K,606,K,205,Ocellated Turkey,1,2016,11,6,10.55,,,Laguna Seca
Yalbac 606 K,606,K,31,Ocelot,1,2016,9,19,20.42,,,Laguna Seca
Yalbac 606 K,606,K,100,Ocelot,1,2016,10,8,2.01,,,Laguna Seca
Yalbac 606 K,606,K,166,Ocelot,1,2016,10,26,3.36,,,Laguna Seca
Yalbac 606 K,606,K,256,Ocelot,1,2016,11,10,3.52,,,Laguna Seca
Yalbac 606 K,606,K,259,Ocelot,1,2016,11,10,4.46,,,Laguna Seca
Yalbac 606 K,606,K,142,Paca,1,2016,10,20,23.5,,,Laguna Seca
Yalbac 606 K,606,K,19,Puma,1,2016,9,11,3.32,,,Laguna Seca
Yalbac 606 K,606,K,157,Puma,1,2016,10,24,23.09,,,Laguna Seca
Yalbac 606 K,606,K,169,Puma,1,2016,10,26,4.35,,,Laguna Seca
Yalbac 606 K,606,K,175,Puma,1,2016,10,29,9.21,,,Laguna Seca
Yalbac 606 K,606,K,233,Red Brocket Deer,1,2016,11,9,7.01,,,Laguna Seca
Yalbac 606 K,606,K,307,Red Brocket Deer,1,2016,11,18,11.18,,,Laguna Seca
Yalbac 606 K,606,K,130,Striped Hog-nosed Skunk,1,2016,10,14,5.24,,,Laguna Seca
Yalbac 606 K,606,K,190,White-nosed Coati,2,2016,11,5,12.57,,,Laguna Seca
Yalbac 606 K,606,K,331,White-nosed Coati,3,2016,11,18,13.41,,,Laguna Seca
Yalbac 606 K,606,K,73,White-tailed Deer,1,2016,9,27,7.35,,,Laguna Seca
Yalbac 606 K,606,K,184,White-tailed Deer,1,2016,10,30,14.24,,,Laguna Seca
Yalbac 606 K,606,K,326,White-tailed Deer,1,2016,11,18,12.44,,,Laguna Seca
Yalbac 607 Ab,607,Ab,50,Agouti,1,2016,3,3,17.47,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,859,Agouti,1,2016,4,8,6.15,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,872,Agouti,1,2016,4,9,6.14,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,724,Baird's Tapir,1,2016,3,29,19.54,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,916,Baird's Tapir,1,2016,4,11,3.57,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,994,Baird's Tapir,1,2016,4,11,19.23,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,718,Black hawk eagle,1,2016,3,29,14.26,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,784,Blue Ground Dove,2,2016,4,1,7.52,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,371,Clay coloured Thrush,1,2016,3,19,15.36,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,881,Clay coloured Thrush,1,2016,4,9,13.36,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,901,Clay coloured Thrush,1,2016,4,10,9,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,34,Gray fox,1,2016,3,1,4.33,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,40,Gray fox,1,2016,3,2,23.37,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,52,Gray fox,1,2016,3,4,2.1,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,55,Gray fox,1,2016,3,4,4.08,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,64,Gray fox,1,2016,3,5,1.32,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,91,Gray fox,1,2016,3,5,12.24,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,97,Gray fox,1,2016,3,6,2.25,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,157,Gray fox,1,2016,3,8,13.29,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,208,Gray fox,1,2016,3,12,4.38,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,229,Gray fox,1,2016,3,15,0.11,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,271,Gray fox,1,2016,3,16,4.34,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,301,Gray fox,1,2016,3,18,5.46,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,325,Gray fox,1,2016,3,19,3.01,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,454,Gray fox,1,2016,3,23,23.28,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,616,Gray-headed Dove,1,2016,3,28,8,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,46,Great Curassow,1,2016,3,3,6.54,Male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,58,Great Curassow,1,2016,3,4,13.13,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,62,Great Curassow,1,2016,3,4,15.11,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,67,Great Curassow,1,2016,3,5,6.47,Male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,73,Great Curassow,1,2016,3,5,7.07,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,85,Great Curassow,1,2016,3,5,9.01,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,109,Great Curassow,1,2016,3,6,7.3,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,115,Great Curassow,1,2016,3,6,7.4,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,123,Great Curassow,1,2016,3,7,7.39,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,136,Great Curassow,1,2016,3,7,8.45,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,140,Great Curassow,1,2016,3,7,10.51,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,145,Great Curassow,1,2016,3,7,17.38,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,151,Great Curassow,1,2016,3,8,8.23,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,160,Great Curassow,1,2016,3,8,17.14,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,166,Great Curassow,2,2016,3,10,6.17,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,172,Great Curassow,1,2016,3,10,8.46,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,190,Great Curassow,1,2016,3,11,13.12,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,196,Great Curassow,1,2016,3,11,15.03,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,205,Great Curassow,1,2016,3,11,15.37,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,214,Great Curassow,1,2016,3,13,7.55,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,218,Great Curassow,2,2016,3,13,8.2,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,235,Great Curassow,1,2016,3,15,6.41,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,274,Great Curassow,2,2016,3,16,6.1,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,283,Great Curassow,2,2016,3,16,17.53,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,289,Great Curassow,1,2016,3,17,6.55,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,304,Great Curassow,1,2016,3,18,7.19,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,310,Great Curassow,1,2016,3,18,16.02,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,319,Great Curassow,1,2016,3,18,17.51,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,328,Great Curassow,1,2016,3,19,6.18,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,334,Great Curassow,2,2016,3,19,7.33,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,364,Great Curassow,1,2016,3,19,11.38,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,376,Great Curassow,1,2016,3,20,18.12,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,379,Great Curassow,1,2016,3,21,7.1,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,388,Great Curassow,1,2016,3,21,11.03,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,391,Great Curassow,1,2016,3,22,6.49,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,398,Great Curassow,1,2016,3,22,7.03,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,403,Great Curassow,1,2016,3,22,7.54,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,415,Great Curassow,1,2016,3,22,9.35,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,424,Great Curassow,1,2016,3,22,9.59,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,427,Great Curassow,1,2016,3,22,10,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,430,Great Curassow,1,2016,3,22,10.06,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,436,Great Curassow,1,2016,3,22,17.14,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,440,Great Curassow,1,2016,3,22,6.07,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,443,Great Curassow,1,2016,3,23,6.53,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,448,Great Curassow,1,2016,3,23,9.45,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,460,Great Curassow,2,2016,3,24,9.15,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,470,Great Curassow,1,2016,3,24,9.39,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,481,Great Curassow,2,2016,3,24,9.4,fight between female currosows,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,499,Great Curassow,2,2016,3,24,10.43,male/female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,511,Great Curassow,1,2016,3,25,7.37,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,520,Great Curassow,1,2016,3,25,8.46,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,523,Great Curassow,1,2016,3,25,17.57,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,526,Great Curassow,2,2016,3,26,6.01,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,529,Great Curassow,1,2016,3,26,12.09,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,538,Great Curassow,1,2016,3,26,17.08,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,546,Great Curassow,2,2016,3,27,6.28,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,550,Great Curassow,1,2016,3,27,9.01,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,553,Great Curassow,1,2016,3,27,16.42,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,597,Great Curassow,1,2016,3,27,17.07,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,603,Great Curassow,1,2016,3,27,17.34,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,607,Great Curassow,2,2016,3,28,7.01,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,628,Great Curassow,1,2016,3,28,9.49,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,644,Great Curassow,2,2016,3,29,6.36,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,712,Great Curassow,2,2016,3,29,9.08,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,744,Great Curassow,1,2016,3,30,7.07,drinking water,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,751,Great Curassow,1,2016,3,30,12.5,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,754,Great Curassow,1,2016,3,30,12.53,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,772,Great Curassow,1,2016,4,1,7.06,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,790,Great Curassow,1,2016,4,1,17.37,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,804,Great Curassow,1,2016,4,3,13.38,drinking water,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,806,Great Curassow,1,2016,4,3,17.32,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,808,Great Curassow,1,2016,4,4,7.28,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,814,Great Curassow,1,2016,4,5,7.02,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,820,Great Curassow,1,2016,4,5,10.01,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,823,Great Curassow,1,2016,4,6,5.43,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,826,Great Curassow,1,2016,4,6,6.33,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,829,Great Curassow,1,2016,4,6,9.55,Female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,841,Great Curassow,1,2016,4,6,17.11,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,844,Great Curassow,1,2016,4,6,17.22,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,886,Great Curassow,1,2016,4,10,5.51,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,892,Great Curassow,1,2016,4,10,6.46,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,911,Great Curassow,1,2016,4,10,17.29,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,928,Great Curassow,1,2016,4,11,8.3,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,937,Great Curassow,2,2016,4,11,9.1,male,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,958,Great Curassow,1,2016,4,11,10.43,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,970,Great Curassow,1,2016,4,11,11.31,female,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,100,Great Tinamou,1,2016,3,6,6.4,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,148,Jaguar,1,2016,3,7,20.47,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,766,Jaguar,1,2016,3,31,2.02,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,25,Ocellated Turkey,1,2016,2,29,12.44,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,37,Ocellated Turkey,1,2016,3,1,10.55,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,106,Ocellated Turkey,1,2016,3,6,7.26,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,118,Ocellated Turkey,1,2016,3,6,11.53,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,163,Ocellated Turkey,1,2016,3,9,6.21,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,187,Ocellated Turkey,1,2016,3,11,7.11,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,211,Ocellated Turkey,1,2016,3,12,7.39,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,223,Ocellated Turkey,1,2016,3,13,13.46,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,268,Ocellated Turkey,1,2016,3,15,17.52,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,280,Ocellated Turkey,1,2016,3,16,14.4,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,307,Ocellated Turkey,1,2016,3,18,9.5,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,361,Ocellated Turkey,1,2016,3,19,8.42,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,433,Ocellated Turkey,1,2016,3,22,15.25,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,451,Ocellated Turkey,1,2016,3,23,13.19,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,619,Ocellated Turkey,1,2016,3,28,9.11,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,634,Ocellated Turkey,1,2016,3,28,15.54,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,799,Ocellated Turkey,1,2016,4,3,9.15,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,811,Ocellated Turkey,1,2016,4,4,15.36,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,865,Ocellated Turkey,1,2016,4,8,14.28,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,874,Ocellated Turkey,1,2016,4,9,6.2,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,884,Ocellated Turkey,1,2016,4,9,17.05,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,889,Ocellated Turkey,1,2016,4,10,5.55,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,904,Ocellated Turkey,1,2016,4,10,15.18,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,922,Ocellated Turkey,1,2016,4,11,6.57,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,985,Ocellated Turkey,1,2016,4,11,15.19,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,178,Ocelot,1,2016,3,10,21.15,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,181,Ocelot,1,2016,3,10,23.39,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,763,Ocelot,1,2016,3,31,0.59,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,254,Red Brocket Deer,1,2016,3,15,7.42,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,259,Red Brocket Deer,1,2016,3,15,10,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,292,Red Brocket Deer,1,2016,3,17,13.56,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,316,Red Brocket Deer,1,2016,3,18,16.07,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,784,Scaled Pigeon,2,2016,4,1,7.52,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,458,unknown,1,2016,3,24,6.57,,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,977,White-nosed Coati,1,2016,4,11,11.48,drinking water,Bushnell,Yalbac
Yalbac 607 Ab,607,Ab,184,White-tailed Deer,1,2016,3,11,5.16,,Bushnell,Yalbac
Yalbac 607 Ac,607,Ac,9,Baird's Tapir,1,2016,4,111,19.25,Male,Bushnell,Yalbac
